feature_name	compartment	prefilter_column
Cytoplasm_Texture_AngularSecondMoment_ConA_5_01_256	Cytoplasm	False
Cytoplasm_Texture_AngularSecondMoment_ConA_5_02_256	Cytoplasm	False
Cytoplasm_Texture_AngularSecondMoment_ConA_5_03_256	Cytoplasm	False
Cytoplasm_Texture_AngularSecondMoment_DAPI_Painting_10_00_256	Cytoplasm	False
Cytoplasm_Texture_AngularSecondMoment_DAPI_Painting_10_01_256	Cytoplasm	False
Cytoplasm_Texture_AngularSecondMoment_DAPI_Painting_10_02_256	Cytoplasm	False
Cytoplasm_Texture_AngularSecondMoment_DAPI_Painting_10_03_256	Cytoplasm	False
Cytoplasm_Texture_AngularSecondMoment_DAPI_Painting_20_00_256	Cytoplasm	False
Cytoplasm_Texture_AngularSecondMoment_DAPI_Painting_20_01_256	Cytoplasm	False
Cytoplasm_Texture_AngularSecondMoment_DAPI_Painting_20_02_256	Cytoplasm	False
Cytoplasm_Texture_AngularSecondMoment_DAPI_Painting_20_03_256	Cytoplasm	False
Cytoplasm_Texture_AngularSecondMoment_DAPI_Painting_5_00_256	Cytoplasm	False
Cytoplasm_Texture_AngularSecondMoment_DAPI_Painting_5_01_256	Cytoplasm	False
Cytoplasm_Texture_AngularSecondMoment_DAPI_Painting_5_02_256	Cytoplasm	False
Cytoplasm_Texture_AngularSecondMoment_DAPI_Painting_5_03_256	Cytoplasm	False
Cytoplasm_Texture_AngularSecondMoment_Mito_10_00_256	Cytoplasm	False
Cytoplasm_Texture_AngularSecondMoment_Mito_10_01_256	Cytoplasm	False
Cytoplasm_Texture_AngularSecondMoment_Mito_10_02_256	Cytoplasm	False
Cytoplasm_Texture_AngularSecondMoment_Mito_10_03_256	Cytoplasm	False
Cytoplasm_Texture_AngularSecondMoment_Mito_20_00_256	Cytoplasm	False
Cytoplasm_Texture_AngularSecondMoment_Mito_20_01_256	Cytoplasm	False
Cytoplasm_Texture_AngularSecondMoment_Mito_20_02_256	Cytoplasm	False
Cytoplasm_Texture_AngularSecondMoment_Mito_20_03_256	Cytoplasm	False
Cytoplasm_Texture_AngularSecondMoment_Mito_5_00_256	Cytoplasm	False
Cytoplasm_Texture_AngularSecondMoment_Mito_5_01_256	Cytoplasm	False
Cytoplasm_Texture_AngularSecondMoment_Mito_5_02_256	Cytoplasm	False
Cytoplasm_Texture_AngularSecondMoment_Mito_5_03_256	Cytoplasm	False
Cytoplasm_Texture_AngularSecondMoment_Phalloidin_10_00_256	Cytoplasm	False
Cytoplasm_Texture_AngularSecondMoment_Phalloidin_10_01_256	Cytoplasm	False
Cytoplasm_Texture_AngularSecondMoment_Phalloidin_10_02_256	Cytoplasm	False
Cytoplasm_Texture_AngularSecondMoment_Phalloidin_10_03_256	Cytoplasm	False
Cytoplasm_Texture_AngularSecondMoment_Phalloidin_20_00_256	Cytoplasm	False
Cytoplasm_Texture_AngularSecondMoment_Phalloidin_20_01_256	Cytoplasm	False
Cytoplasm_Texture_AngularSecondMoment_Phalloidin_20_02_256	Cytoplasm	False
Cytoplasm_Texture_AngularSecondMoment_Phalloidin_20_03_256	Cytoplasm	False
Cytoplasm_Texture_AngularSecondMoment_Phalloidin_5_00_256	Cytoplasm	False
Cytoplasm_Texture_AngularSecondMoment_Phalloidin_5_01_256	Cytoplasm	False
Cytoplasm_Texture_AngularSecondMoment_Phalloidin_5_02_256	Cytoplasm	False
Cytoplasm_Texture_AngularSecondMoment_Phalloidin_5_03_256	Cytoplasm	False
Cytoplasm_Texture_AngularSecondMoment_WGA_10_00_256	Cytoplasm	False
Cytoplasm_Texture_AngularSecondMoment_WGA_10_01_256	Cytoplasm	False
Cytoplasm_Texture_AngularSecondMoment_WGA_10_02_256	Cytoplasm	False
Cytoplasm_Texture_AngularSecondMoment_WGA_10_03_256	Cytoplasm	False
Cytoplasm_Texture_AngularSecondMoment_WGA_20_00_256	Cytoplasm	False
Cytoplasm_Texture_AngularSecondMoment_WGA_20_01_256	Cytoplasm	False
Cytoplasm_Texture_AngularSecondMoment_WGA_20_02_256	Cytoplasm	False
Cytoplasm_Texture_AngularSecondMoment_WGA_20_03_256	Cytoplasm	False
Cytoplasm_Texture_AngularSecondMoment_WGA_5_00_256	Cytoplasm	False
Cytoplasm_Texture_AngularSecondMoment_WGA_5_01_256	Cytoplasm	False
Cytoplasm_Texture_AngularSecondMoment_WGA_5_02_256	Cytoplasm	False
Cytoplasm_Texture_AngularSecondMoment_WGA_5_03_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_ConA_10_00_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_ConA_10_01_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_ConA_10_02_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_ConA_10_03_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_ConA_20_00_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_ConA_20_01_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_ConA_20_02_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_ConA_20_03_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_ConA_5_00_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_ConA_5_01_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_ConA_5_02_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_ConA_5_03_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_DAPI_Painting_10_00_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_DAPI_Painting_10_01_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_DAPI_Painting_10_02_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_DAPI_Painting_10_03_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_DAPI_Painting_20_00_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_DAPI_Painting_20_01_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_DAPI_Painting_20_02_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_DAPI_Painting_20_03_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_DAPI_Painting_5_00_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_DAPI_Painting_5_01_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_DAPI_Painting_5_02_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_DAPI_Painting_5_03_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_Mito_10_00_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_Mito_10_01_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_Mito_10_02_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_Mito_10_03_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_Mito_20_00_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_Mito_20_01_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_Mito_20_02_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_Mito_20_03_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_Mito_5_00_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_Mito_5_01_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_Mito_5_02_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_Mito_5_03_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_Phalloidin_10_00_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_Phalloidin_10_01_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_Phalloidin_10_02_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_Phalloidin_10_03_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_Phalloidin_20_00_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_Phalloidin_20_01_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_Phalloidin_20_02_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_Phalloidin_20_03_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_Phalloidin_5_00_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_Phalloidin_5_01_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_Phalloidin_5_02_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_Phalloidin_5_03_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_WGA_10_00_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_WGA_10_01_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_WGA_10_02_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_WGA_10_03_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_WGA_20_00_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_WGA_20_01_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_WGA_20_02_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_WGA_20_03_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_WGA_5_00_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_WGA_5_01_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_WGA_5_02_256	Cytoplasm	False
Cytoplasm_Texture_Contrast_WGA_5_03_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_ConA_10_00_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_ConA_10_01_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_ConA_10_02_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_ConA_10_03_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_ConA_20_00_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_ConA_20_01_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_ConA_20_02_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_ConA_20_03_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_ConA_5_00_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_ConA_5_01_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_ConA_5_02_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_ConA_5_03_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_DAPI_Painting_10_00_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_DAPI_Painting_10_01_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_DAPI_Painting_10_02_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_DAPI_Painting_10_03_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_DAPI_Painting_20_00_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_DAPI_Painting_20_01_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_DAPI_Painting_20_02_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_DAPI_Painting_20_03_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_DAPI_Painting_5_00_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_DAPI_Painting_5_01_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_DAPI_Painting_5_02_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_DAPI_Painting_5_03_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Mito_10_00_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Mito_10_01_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Mito_10_02_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Mito_10_03_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Mito_20_00_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Mito_20_01_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Mito_20_02_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Mito_20_03_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Mito_5_00_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Mito_5_01_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Mito_5_02_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Mito_5_03_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Phalloidin_10_00_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Phalloidin_10_01_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Phalloidin_10_02_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Phalloidin_10_03_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Phalloidin_20_00_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Phalloidin_20_01_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Phalloidin_20_02_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Phalloidin_20_03_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Phalloidin_5_00_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Phalloidin_5_01_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Phalloidin_5_02_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_Phalloidin_5_03_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_WGA_10_00_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_WGA_10_01_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_WGA_10_02_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_WGA_10_03_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_WGA_20_00_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_WGA_20_01_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_WGA_20_02_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_WGA_20_03_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_WGA_5_00_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_WGA_5_01_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_WGA_5_02_256	Cytoplasm	False
Cytoplasm_Texture_Correlation_WGA_5_03_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_ConA_10_00_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_ConA_10_01_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_ConA_10_02_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_ConA_10_03_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_ConA_20_00_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_ConA_20_01_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_ConA_20_02_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_ConA_20_03_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_ConA_5_00_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_ConA_5_01_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_ConA_5_02_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_ConA_5_03_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_DAPI_Painting_10_00_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_DAPI_Painting_10_01_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_DAPI_Painting_10_02_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_DAPI_Painting_10_03_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_DAPI_Painting_20_00_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_DAPI_Painting_20_01_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_DAPI_Painting_20_02_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_DAPI_Painting_20_03_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_DAPI_Painting_5_00_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_DAPI_Painting_5_01_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_DAPI_Painting_5_02_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_DAPI_Painting_5_03_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_Mito_10_00_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_Mito_10_01_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_Mito_10_02_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_Mito_10_03_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_Mito_20_00_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_Mito_20_01_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_Mito_20_02_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_Mito_20_03_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_Mito_5_00_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_Mito_5_01_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_Mito_5_02_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_Mito_5_03_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_Phalloidin_10_00_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_Phalloidin_10_01_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_Phalloidin_10_02_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_Phalloidin_10_03_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_Phalloidin_20_00_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_Phalloidin_20_01_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_Phalloidin_20_02_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_Phalloidin_20_03_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_Phalloidin_5_00_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_Phalloidin_5_01_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_Phalloidin_5_02_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_Phalloidin_5_03_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_WGA_10_00_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_WGA_10_01_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_WGA_10_02_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_WGA_10_03_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_WGA_20_00_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_WGA_20_01_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_WGA_20_02_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_WGA_20_03_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_WGA_5_00_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_WGA_5_01_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_WGA_5_02_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceEntropy_WGA_5_03_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceVariance_ConA_10_00_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceVariance_ConA_10_01_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceVariance_ConA_10_02_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceVariance_ConA_10_03_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceVariance_ConA_20_00_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceVariance_ConA_20_01_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceVariance_ConA_20_02_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceVariance_ConA_20_03_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceVariance_ConA_5_00_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceVariance_ConA_5_01_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceVariance_ConA_5_02_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceVariance_ConA_5_03_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceVariance_DAPI_Painting_10_00_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceVariance_DAPI_Painting_10_01_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceVariance_DAPI_Painting_10_02_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceVariance_DAPI_Painting_10_03_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceVariance_DAPI_Painting_20_00_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceVariance_DAPI_Painting_20_01_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceVariance_DAPI_Painting_20_02_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceVariance_DAPI_Painting_20_03_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceVariance_DAPI_Painting_5_00_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceVariance_DAPI_Painting_5_01_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceVariance_DAPI_Painting_5_02_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceVariance_DAPI_Painting_5_03_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceVariance_Mito_10_00_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceVariance_Mito_10_01_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceVariance_Mito_10_02_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceVariance_Mito_10_03_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceVariance_Mito_20_00_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceVariance_Mito_20_01_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceVariance_Mito_20_02_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceVariance_Mito_20_03_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceVariance_Mito_5_00_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceVariance_Mito_5_01_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceVariance_Mito_5_02_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceVariance_Mito_5_03_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceVariance_Phalloidin_10_00_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceVariance_Phalloidin_10_01_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceVariance_Phalloidin_10_02_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceVariance_Phalloidin_10_03_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceVariance_Phalloidin_20_00_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceVariance_Phalloidin_20_01_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceVariance_Phalloidin_20_02_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceVariance_Phalloidin_20_03_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceVariance_Phalloidin_5_00_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceVariance_Phalloidin_5_01_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceVariance_Phalloidin_5_02_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceVariance_Phalloidin_5_03_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceVariance_WGA_10_00_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceVariance_WGA_10_01_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceVariance_WGA_10_02_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceVariance_WGA_10_03_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceVariance_WGA_20_00_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceVariance_WGA_20_01_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceVariance_WGA_20_02_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceVariance_WGA_20_03_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceVariance_WGA_5_00_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceVariance_WGA_5_01_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceVariance_WGA_5_02_256	Cytoplasm	False
Cytoplasm_Texture_DifferenceVariance_WGA_5_03_256	Cytoplasm	False
Cytoplasm_Texture_Entropy_ConA_10_00_256	Cytoplasm	False
Cytoplasm_Texture_Entropy_ConA_10_01_256	Cytoplasm	False
Cytoplasm_Texture_Entropy_ConA_10_02_256	Cytoplasm	False
Cytoplasm_Texture_Entropy_ConA_10_03_256	Cytoplasm	False
Cytoplasm_Texture_Entropy_ConA_20_00_256	Cytoplasm	False
Cytoplasm_Texture_Entropy_ConA_20_01_256	Cytoplasm	False
Cytoplasm_Texture_Entropy_ConA_20_02_256	Cytoplasm	False
Cytoplasm_Texture_Entropy_ConA_20_03_256	Cytoplasm	False
Cytoplasm_Texture_Entropy_ConA_5_00_256	Cytoplasm	False
Cytoplasm_Texture_Entropy_ConA_5_01_256	Cytoplasm	False
Cytoplasm_Texture_Entropy_ConA_5_02_256	Cytoplasm	False
Cytoplasm_Texture_Entropy_ConA_5_03_256	Cytoplasm	False
Cytoplasm_Texture_Entropy_DAPI_Painting_10_00_256	Cytoplasm	False
Cytoplasm_Texture_Entropy_DAPI_Painting_10_01_256	Cytoplasm	False
Cytoplasm_Texture_Entropy_DAPI_Painting_10_02_256	Cytoplasm	False
Cytoplasm_Texture_Entropy_DAPI_Painting_10_03_256	Cytoplasm	False
Cytoplasm_Texture_Entropy_DAPI_Painting_20_00_256	Cytoplasm	False
Cytoplasm_Texture_Entropy_DAPI_Painting_20_01_256	Cytoplasm	False
Cytoplasm_Texture_Entropy_DAPI_Painting_20_02_256	Cytoplasm	False
Cytoplasm_Texture_Entropy_DAPI_Painting_20_03_256	Cytoplasm	False
Cytoplasm_Texture_Entropy_DAPI_Painting_5_00_256	Cytoplasm	False
Cytoplasm_Texture_Entropy_DAPI_Painting_5_01_256	Cytoplasm	False
Cytoplasm_Texture_Entropy_DAPI_Painting_5_02_256	Cytoplasm	False
Cytoplasm_Texture_Entropy_DAPI_Painting_5_03_256	Cytoplasm	False
Cytoplasm_Texture_Entropy_Mito_10_00_256	Cytoplasm	False
Cytoplasm_Texture_Entropy_Mito_10_01_256	Cytoplasm	False
Cytoplasm_Texture_Entropy_Mito_10_02_256	Cytoplasm	False
Cytoplasm_Texture_Entropy_Mito_10_03_256	Cytoplasm	False
Cytoplasm_Texture_Entropy_Mito_20_00_256	Cytoplasm	False
Cytoplasm_Texture_Entropy_Mito_20_01_256	Cytoplasm	False
Cytoplasm_Texture_Entropy_Mito_20_02_256	Cytoplasm	False
Cytoplasm_Texture_Entropy_Mito_20_03_256	Cytoplasm	False
Cytoplasm_Texture_Entropy_Mito_5_00_256	Cytoplasm	False
Cytoplasm_Texture_Entropy_Mito_5_01_256	Cytoplasm	False
Cytoplasm_Texture_Entropy_Mito_5_02_256	Cytoplasm	False
Cytoplasm_Texture_Entropy_Mito_5_03_256	Cytoplasm	False
Cytoplasm_Texture_Entropy_Phalloidin_10_00_256	Cytoplasm	False
Cytoplasm_Texture_Entropy_Phalloidin_10_01_256	Cytoplasm	False
Cytoplasm_Texture_Entropy_Phalloidin_10_02_256	Cytoplasm	False
Cytoplasm_Texture_Entropy_Phalloidin_10_03_256	Cytoplasm	False
Cytoplasm_Texture_Entropy_Phalloidin_20_00_256	Cytoplasm	False
Cytoplasm_Texture_Entropy_Phalloidin_20_01_256	Cytoplasm	False
Cytoplasm_Texture_Entropy_Phalloidin_20_02_256	Cytoplasm	False
Cytoplasm_Texture_Entropy_Phalloidin_20_03_256	Cytoplasm	False
Cytoplasm_Texture_Entropy_Phalloidin_5_00_256	Cytoplasm	False
Cytoplasm_Texture_Entropy_Phalloidin_5_01_256	Cytoplasm	False
Cytoplasm_Texture_Entropy_Phalloidin_5_02_256	Cytoplasm	False
Cytoplasm_Texture_Entropy_Phalloidin_5_03_256	Cytoplasm	False
Cytoplasm_Texture_Entropy_WGA_10_00_256	Cytoplasm	False
