Cell_Quality	cell_count	site	plate	well	site_location	Metadata_dataset_split
Great	873	CP186H-Well1-44	CP186H	Well1	44	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	342	CP186H-Well1-44	CP186H	Well1	44	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	439	CP186H-Well1-8	CP186H	Well1	8	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	275	CP186H-Well1-8	CP186H	Well1	8	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	146	CP186H-Well1-8	CP186H	Well1	8	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	139	CP186H-Well1-8	CP186H	Well1	8	ALLBATCHES___ALLPLATES___ALLWELLS
Great	122	CP186H-Well1-8	CP186H	Well1	8	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2283	CP186H-Well4-32	CP186H	Well4	32	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1748	CP186H-Well4-32	CP186H	Well4	32	ALLBATCHES___ALLPLATES___ALLWELLS
Great	943	CP186H-Well4-32	CP186H	Well4	32	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	909	CP186H-Well4-32	CP186H	Well4	32	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	538	CP186H-Well4-32	CP186H	Well4	32	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1531	CP186H-Well5-4	CP186H	Well5	4	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1131	CP186H-Well5-4	CP186H	Well5	4	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	551	CP186H-Well5-4	CP186H	Well5	4	ALLBATCHES___ALLPLATES___ALLWELLS
Great	466	CP186H-Well5-4	CP186H	Well5	4	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	270	CP186H-Well5-4	CP186H	Well5	4	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	3045	CP186H-Well3-60	CP186H	Well3	60	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2684	CP186H-Well3-60	CP186H	Well3	60	ALLBATCHES___ALLPLATES___ALLWELLS
Great	916	CP186H-Well3-60	CP186H	Well3	60	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	807	CP186H-Well3-60	CP186H	Well3	60	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	771	CP186H-Well3-60	CP186H	Well3	60	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	752	CP186H-Well5-31	CP186H	Well5	31	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	641	CP186H-Well5-31	CP186H	Well5	31	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	264	CP186H-Well5-31	CP186H	Well5	31	ALLBATCHES___ALLPLATES___ALLWELLS
Great	191	CP186H-Well5-31	CP186H	Well5	31	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	130	CP186H-Well5-31	CP186H	Well5	31	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2580	CP186H-Well2-43	CP186H	Well2	43	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2045	CP186H-Well2-43	CP186H	Well2	43	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1333	CP186H-Well2-43	CP186H	Well2	43	ALLBATCHES___ALLPLATES___ALLWELLS
Great	875	CP186H-Well2-43	CP186H	Well2	43	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	562	CP186H-Well2-43	CP186H	Well2	43	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2605	CP186H-Well3-15	CP186H	Well3	15	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2559	CP186H-Well3-15	CP186H	Well3	15	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	880	CP186H-Well3-15	CP186H	Well3	15	ALLBATCHES___ALLPLATES___ALLWELLS
Great	850	CP186H-Well3-15	CP186H	Well3	15	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	603	CP186H-Well3-15	CP186H	Well3	15	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2711	CP186H-Well1-35	CP186H	Well1	35	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	2597	CP186H-Well1-35	CP186H	Well1	35	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1690	CP186H-Well1-35	CP186H	Well1	35	ALLBATCHES___ALLPLATES___ALLWELLS
Great	977	CP186H-Well1-35	CP186H	Well1	35	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	294	CP186H-Well1-35	CP186H	Well1	35	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1883	CP186H-Well4-23	CP186H	Well4	23	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1767	CP186H-Well4-23	CP186H	Well4	23	ALLBATCHES___ALLPLATES___ALLWELLS
Great	934	CP186H-Well4-23	CP186H	Well4	23	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	745	CP186H-Well4-23	CP186H	Well4	23	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	707	CP186H-Well4-23	CP186H	Well4	23	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1331	CP186H-Well3-51	CP186H	Well3	51	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1282	CP186H-Well3-51	CP186H	Well3	51	ALLBATCHES___ALLPLATES___ALLWELLS
Great	646	CP186H-Well3-51	CP186H	Well3	51	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	486	CP186H-Well3-51	CP186H	Well3	51	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	469	CP186H-Well3-51	CP186H	Well3	51	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1850	CP186H-Well1-17	CP186H	Well1	17	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1526	CP186H-Well1-17	CP186H	Well1	17	ALLBATCHES___ALLPLATES___ALLWELLS
Great	790	CP186H-Well1-17	CP186H	Well1	17	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	758	CP186H-Well1-17	CP186H	Well1	17	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	619	CP186H-Well1-17	CP186H	Well1	17	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	441	CP186H-Well2-61	CP186H	Well2	61	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	389	CP186H-Well2-61	CP186H	Well2	61	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	162	CP186H-Well2-61	CP186H	Well2	61	ALLBATCHES___ALLPLATES___ALLWELLS
Great	136	CP186H-Well2-61	CP186H	Well2	61	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	90	CP186H-Well2-61	CP186H	Well2	61	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2435	CP186H-Well3-33	CP186H	Well3	33	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1972	CP186H-Well3-33	CP186H	Well3	33	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	910	CP186H-Well3-33	CP186H	Well3	33	ALLBATCHES___ALLPLATES___ALLWELLS
Great	873	CP186H-Well3-33	CP186H	Well3	33	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	620	CP186H-Well3-33	CP186H	Well3	33	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2304	CP186H-Well2-25	CP186H	Well2	25	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	2296	CP186H-Well2-25	CP186H	Well2	25	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1384	CP186H-Well2-25	CP186H	Well2	25	ALLBATCHES___ALLPLATES___ALLWELLS
Great	770	CP186H-Well2-25	CP186H	Well2	25	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	273	CP186H-Well2-25	CP186H	Well2	25	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2691	CP186H-Well1-53	CP186H	Well1	53	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2144	CP186H-Well1-53	CP186H	Well1	53	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1614	CP186H-Well1-53	CP186H	Well1	53	ALLBATCHES___ALLPLATES___ALLWELLS
Great	984	CP186H-Well1-53	CP186H	Well1	53	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	539	CP186H-Well1-53	CP186H	Well1	53	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2473	CP186H-Well4-41	CP186H	Well4	41	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1701	CP186H-Well4-41	CP186H	Well4	41	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	801	CP186H-Well4-41	CP186H	Well4	41	ALLBATCHES___ALLPLATES___ALLWELLS
Great	673	CP186H-Well4-41	CP186H	Well4	41	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	412	CP186H-Well4-41	CP186H	Well4	41	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2032	CP186H-Well5-13	CP186H	Well5	13	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1543	CP186H-Well5-13	CP186H	Well5	13	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	765	CP186H-Well5-13	CP186H	Well5	13	ALLBATCHES___ALLPLATES___ALLWELLS
Great	618	CP186H-Well5-13	CP186H	Well5	13	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	340	CP186H-Well5-13	CP186H	Well5	13	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2173	CP186H-Well3-86	CP186H	Well3	86	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1592	CP186H-Well3-86	CP186H	Well3	86	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1141	CP186H-Well3-86	CP186H	Well3	86	ALLBATCHES___ALLPLATES___ALLWELLS
Great	725	CP186H-Well3-86	CP186H	Well3	86	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	418	CP186H-Well3-86	CP186H	Well3	86	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2731	CP186H-Well4-58	CP186H	Well4	58	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	2119	CP186H-Well4-58	CP186H	Well4	58	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1823	CP186H-Well4-58	CP186H	Well4	58	ALLBATCHES___ALLPLATES___ALLWELLS
Great	1102	CP186H-Well4-58	CP186H	Well4	58	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	429	CP186H-Well4-58	CP186H	Well4	58	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3102	CP186H-Well6-74	CP186H	Well6	74	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2068	CP186H-Well6-74	CP186H	Well6	74	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1323	CP186H-Well6-74	CP186H	Well6	74	ALLBATCHES___ALLPLATES___ALLWELLS
Great	648	CP186H-Well6-74	CP186H	Well6	74	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	422	CP186H-Well6-74	CP186H	Well6	74	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	2448	CP186H-Well5-66	CP186H	Well5	66	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2188	CP186H-Well5-66	CP186H	Well5	66	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1684	CP186H-Well5-66	CP186H	Well5	66	ALLBATCHES___ALLPLATES___ALLWELLS
Great	1087	CP186H-Well5-66	CP186H	Well5	66	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	423	CP186H-Well5-66	CP186H	Well5	66	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3072	CP186H-Well6-38	CP186H	Well6	38	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2569	CP186H-Well6-38	CP186H	Well6	38	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1280	CP186H-Well6-38	CP186H	Well6	38	ALLBATCHES___ALLPLATES___ALLWELLS
Great	926	CP186H-Well6-38	CP186H	Well6	38	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	572	CP186H-Well6-38	CP186H	Well6	38	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1603	CP186H-Well4-94	CP186H	Well4	94	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	888	CP186H-Well4-94	CP186H	Well4	94	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	802	CP186H-Well4-94	CP186H	Well4	94	ALLBATCHES___ALLPLATES___ALLWELLS
Great	596	CP186H-Well4-94	CP186H	Well4	94	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	303	CP186H-Well4-94	CP186H	Well4	94	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2729	CP186H-Well2-78	CP186H	Well2	78	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2177	CP186H-Well2-78	CP186H	Well2	78	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1427	CP186H-Well2-78	CP186H	Well2	78	ALLBATCHES___ALLPLATES___ALLWELLS
Great	722	CP186H-Well2-78	CP186H	Well2	78	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	467	CP186H-Well2-78	CP186H	Well2	78	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2160	CP186H-Well5-48	CP186H	Well5	48	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1741	CP186H-Well5-48	CP186H	Well5	48	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1664	CP186H-Well5-48	CP186H	Well5	48	ALLBATCHES___ALLPLATES___ALLWELLS
Great	1230	CP186H-Well5-48	CP186H	Well5	48	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	546	CP186H-Well5-48	CP186H	Well5	48	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	3100	CP186H-Well4-76	CP186H	Well4	76	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1804	CP186H-Well4-76	CP186H	Well4	76	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1307	CP186H-Well4-76	CP186H	Well4	76	ALLBATCHES___ALLPLATES___ALLWELLS
Great	1133	CP186H-Well4-76	CP186H	Well4	76	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	237	CP186H-Well4-76	CP186H	Well4	76	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2846	CP186H-Well1-88	CP186H	Well1	88	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2098	CP186H-Well1-88	CP186H	Well1	88	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	950	CP186H-Well1-88	CP186H	Well1	88	ALLBATCHES___ALLPLATES___ALLWELLS
Great	903	CP186H-Well1-88	CP186H	Well1	88	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	625	CP186H-Well1-88	CP186H	Well1	88	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2213	CP186H-Well5-84	CP186H	Well5	84	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1747	CP186H-Well5-84	CP186H	Well5	84	ALLBATCHES___ALLPLATES___ALLWELLS
Great	929	CP186H-Well5-84	CP186H	Well5	84	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	780	CP186H-Well5-84	CP186H	Well5	84	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	602	CP186H-Well5-84	CP186H	Well5	84	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	3663	CP186H-Well6-56	CP186H	Well6	56	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3468	CP186H-Well6-56	CP186H	Well6	56	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1402	CP186H-Well6-56	CP186H	Well6	56	ALLBATCHES___ALLPLATES___ALLWELLS
Great	722	CP186H-Well6-56	CP186H	Well6	56	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	159	CP186H-Well6-56	CP186H	Well6	56	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2133	CP186H-Well2-96	CP186H	Well2	96	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1816	CP186H-Well2-96	CP186H	Well2	96	ALLBATCHES___ALLPLATES___ALLWELLS
Great	682	CP186H-Well2-96	CP186H	Well2	96	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	647	CP186H-Well2-96	CP186H	Well2	96	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	480	CP186H-Well2-96	CP186H	Well2	96	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	3447	CP186H-Well3-68	CP186H	Well3	68	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3070	CP186H-Well3-68	CP186H	Well3	68	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1158	CP186H-Well3-68	CP186H	Well3	68	ALLBATCHES___ALLPLATES___ALLWELLS
Great	652	CP186H-Well3-68	CP186H	Well3	68	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	171	CP186H-Well3-68	CP186H	Well3	68	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	993	CP186H-Well3-95	CP186H	Well3	95	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	929	CP186H-Well3-95	CP186H	Well3	95	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	365	CP186H-Well3-95	CP186H	Well3	95	ALLBATCHES___ALLPLATES___ALLWELLS
Great	325	CP186H-Well3-95	CP186H	Well3	95	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	215	CP186H-Well3-95	CP186H	Well3	95	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2263	CP186H-Well5-39	CP186H	Well5	39	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1618	CP186H-Well5-39	CP186H	Well5	39	ALLBATCHES___ALLPLATES___ALLWELLS
Great	1177	CP186H-Well5-39	CP186H	Well5	39	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	1006	CP186H-Well5-39	CP186H	Well5	39	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	773	CP186H-Well5-39	CP186H	Well5	39	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	2899	CP186H-Well4-67	CP186H	Well4	67	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2339	CP186H-Well4-67	CP186H	Well4	67	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1206	CP186H-Well4-67	CP186H	Well4	67	ALLBATCHES___ALLPLATES___ALLWELLS
Great	975	CP186H-Well4-67	CP186H	Well4	67	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	307	CP186H-Well4-67	CP186H	Well4	67	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2613	CP186H-Well1-79	CP186H	Well1	79	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2069	CP186H-Well1-79	CP186H	Well1	79	ALLBATCHES___ALLPLATES___ALLWELLS
Great	919	CP186H-Well1-79	CP186H	Well1	79	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	915	CP186H-Well1-79	CP186H	Well1	79	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	634	CP186H-Well1-79	CP186H	Well1	79	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1275	CP186H-Well6-83	CP186H	Well6	83	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1158	CP186H-Well6-83	CP186H	Well6	83	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	336	CP186H-Well6-83	CP186H	Well6	83	ALLBATCHES___ALLPLATES___ALLWELLS
Great	289	CP186H-Well6-83	CP186H	Well6	83	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	260	CP186H-Well6-83	CP186H	Well6	83	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2118	CP186H-Well5-75	CP186H	Well5	75	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1789	CP186H-Well5-75	CP186H	Well5	75	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1706	CP186H-Well5-75	CP186H	Well5	75	ALLBATCHES___ALLPLATES___ALLWELLS
Great	1049	CP186H-Well5-75	CP186H	Well5	75	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	544	CP186H-Well5-75	CP186H	Well5	75	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3190	CP186H-Well6-47	CP186H	Well6	47	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	2436	CP186H-Well6-47	CP186H	Well6	47	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1622	CP186H-Well6-47	CP186H	Well6	47	ALLBATCHES___ALLPLATES___ALLWELLS
Great	793	CP186H-Well6-47	CP186H	Well6	47	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	264	CP186H-Well6-47	CP186H	Well6	47	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2560	CP186H-Well2-87	CP186H	Well2	87	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2261	CP186H-Well2-87	CP186H	Well2	87	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1266	CP186H-Well2-87	CP186H	Well2	87	ALLBATCHES___ALLPLATES___ALLWELLS
Great	836	CP186H-Well2-87	CP186H	Well2	87	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	586	CP186H-Well2-87	CP186H	Well2	87	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3461	CP186H-Well3-59	CP186H	Well3	59	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2250	CP186H-Well3-59	CP186H	Well3	59	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	2240	CP186H-Well3-59	CP186H	Well3	59	ALLBATCHES___ALLPLATES___ALLWELLS
Great	843	CP186H-Well3-59	CP186H	Well3	59	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	377	CP186H-Well3-59	CP186H	Well3	59	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2513	CP186H-Well5-57	CP186H	Well5	57	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	2391	CP186H-Well5-57	CP186H	Well5	57	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1903	CP186H-Well5-57	CP186H	Well5	57	ALLBATCHES___ALLPLATES___ALLWELLS
Great	1208	CP186H-Well5-57	CP186H	Well5	57	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	438	CP186H-Well5-57	CP186H	Well5	57	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2464	CP186H-Well6-29	CP186H	Well6	29	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1867	CP186H-Well6-29	CP186H	Well6	29	ALLBATCHES___ALLPLATES___ALLWELLS
Great	833	CP186H-Well6-29	CP186H	Well6	29	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	832	CP186H-Well6-29	CP186H	Well6	29	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	418	CP186H-Well6-29	CP186H	Well6	29	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2573	CP186H-Well4-85	CP186H	Well4	85	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2514	CP186H-Well4-85	CP186H	Well4	85	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1525	CP186H-Well4-85	CP186H	Well4	85	ALLBATCHES___ALLPLATES___ALLWELLS
Great	1092	CP186H-Well4-85	CP186H	Well4	85	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	646	CP186H-Well4-85	CP186H	Well4	85	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2549	CP186H-Well2-69	CP186H	Well2	69	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2344	CP186H-Well2-69	CP186H	Well2	69	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1189	CP186H-Well2-69	CP186H	Well2	69	ALLBATCHES___ALLPLATES___ALLWELLS
Great	747	CP186H-Well2-69	CP186H	Well2	69	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	518	CP186H-Well2-69	CP186H	Well2	69	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2499	CP186H-Well1-97	CP186H	Well1	97	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2342	CP186H-Well1-97	CP186H	Well1	97	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	671	CP186H-Well1-97	CP186H	Well1	97	ALLBATCHES___ALLPLATES___ALLWELLS
Great	641	CP186H-Well1-97	CP186H	Well1	97	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	488	CP186H-Well1-97	CP186H	Well1	97	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	314	CP186H-Well5-93	CP186H	Well5	93	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	254	CP186H-Well5-93	CP186H	Well5	93	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	101	CP186H-Well5-93	CP186H	Well5	93	ALLBATCHES___ALLPLATES___ALLWELLS
Great	77	CP186H-Well5-93	CP186H	Well5	93	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	68	CP186H-Well5-93	CP186H	Well5	93	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	3705	CP186H-Well6-65	CP186H	Well6	65	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3516	CP186H-Well6-65	CP186H	Well6	65	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1254	CP186H-Well6-65	CP186H	Well6	65	ALLBATCHES___ALLPLATES___ALLWELLS
Great	669	CP186H-Well6-65	CP186H	Well6	65	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	157	CP186H-Well6-65	CP186H	Well6	65	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2444	CP186H-Well4-49	CP186H	Well4	49	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1850	CP186H-Well4-49	CP186H	Well4	49	ALLBATCHES___ALLPLATES___ALLWELLS
Great	1209	CP186H-Well4-49	CP186H	Well4	49	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1021	CP186H-Well4-49	CP186H	Well4	49	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	898	CP186H-Well4-49	CP186H	Well4	49	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	3185	CP186H-Well3-77	CP186H	Well3	77	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1688	CP186H-Well3-77	CP186H	Well3	77	ALLBATCHES___ALLPLATES___ALLWELLS
Great	1314	CP186H-Well3-77	CP186H	Well3	77	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1184	CP186H-Well3-77	CP186H	Well3	77	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	372	CP186H-Well3-77	CP186H	Well3	77	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	154	CP186H-Well3-82	CP186H	Well3	82	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	119	CP186H-Well3-82	CP186H	Well3	82	ALLBATCHES___ALLPLATES___ALLWELLS
Great	70	CP186H-Well3-82	CP186H	Well3	82	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	65	CP186H-Well3-82	CP186H	Well3	82	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	35	CP186H-Well3-82	CP186H	Well3	82	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1856	CP186H-Well5-26	CP186H	Well5	26	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1849	CP186H-Well5-26	CP186H	Well5	26	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1679	CP186H-Well5-26	CP186H	Well5	26	ALLBATCHES___ALLPLATES___ALLWELLS
Great	1189	CP186H-Well5-26	CP186H	Well5	26	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	544	CP186H-Well5-26	CP186H	Well5	26	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2320	CP186H-Well6-7	CP186H	Well6	7	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2049	CP186H-Well6-7	CP186H	Well6	7	ALLBATCHES___ALLPLATES___ALLWELLS
