Cell_Quality	cell_count	site	plate	well	site_location	Metadata_dataset_split
Empty	339	CP186B-Well6-22	CP186B	Well6	22	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1542	CP186B-Well1-18	CP186B	Well1	18	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1032	CP186B-Well1-18	CP186B	Well1	18	ALLBATCHES___ALLPLATES___ALLWELLS
Great	672	CP186B-Well1-18	CP186B	Well1	18	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	657	CP186B-Well1-18	CP186B	Well1	18	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	517	CP186B-Well1-18	CP186B	Well1	18	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2488	CP186B-Well3-16	CP186B	Well3	16	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1949	CP186B-Well3-16	CP186B	Well3	16	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	917	CP186B-Well3-16	CP186B	Well3	16	ALLBATCHES___ALLPLATES___ALLWELLS
Great	856	CP186B-Well3-16	CP186B	Well3	16	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	792	CP186B-Well3-16	CP186B	Well3	16	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1211	CP186B-Well1-72	CP186B	Well1	72	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	978	CP186B-Well1-72	CP186B	Well1	72	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	456	CP186B-Well1-72	CP186B	Well1	72	ALLBATCHES___ALLPLATES___ALLWELLS
Great	347	CP186B-Well1-72	CP186B	Well1	72	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	306	CP186B-Well1-72	CP186B	Well1	72	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3755	CP186B-Well2-44	CP186B	Well2	44	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	3513	CP186B-Well2-44	CP186B	Well2	44	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2858	CP186B-Well2-44	CP186B	Well2	44	ALLBATCHES___ALLPLATES___ALLWELLS
Great	1359	CP186B-Well2-44	CP186B	Well2	44	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	533	CP186B-Well2-44	CP186B	Well2	44	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	3176	CP186B-Well5-32	CP186B	Well5	32	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2163	CP186B-Well5-32	CP186B	Well5	32	ALLBATCHES___ALLPLATES___ALLWELLS
Great	998	CP186B-Well5-32	CP186B	Well5	32	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	996	CP186B-Well5-32	CP186B	Well5	32	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	744	CP186B-Well5-32	CP186B	Well5	32	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1200	CP186B-Well4-60	CP186B	Well4	60	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1010	CP186B-Well4-60	CP186B	Well4	60	ALLBATCHES___ALLPLATES___ALLWELLS
Great	617	CP186B-Well4-60	CP186B	Well4	60	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	522	CP186B-Well4-60	CP186B	Well4	60	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	431	CP186B-Well4-60	CP186B	Well4	60	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2704	CP186B-Well3-52	CP186B	Well3	52	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2047	CP186B-Well3-52	CP186B	Well3	52	ALLBATCHES___ALLPLATES___ALLWELLS
Great	957	CP186B-Well3-52	CP186B	Well3	52	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	948	CP186B-Well3-52	CP186B	Well3	52	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	781	CP186B-Well3-52	CP186B	Well3	52	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	595	CP186B-Well2-80	CP186B	Well2	80	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	491	CP186B-Well2-80	CP186B	Well2	80	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	181	CP186B-Well2-80	CP186B	Well2	80	ALLBATCHES___ALLPLATES___ALLWELLS
Great	143	CP186B-Well2-80	CP186B	Well2	80	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	134	CP186B-Well2-80	CP186B	Well2	80	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2319	CP186B-Well4-24	CP186B	Well4	24	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2025	CP186B-Well4-24	CP186B	Well4	24	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1779	CP186B-Well4-24	CP186B	Well4	24	ALLBATCHES___ALLPLATES___ALLWELLS
Great	1100	CP186B-Well4-24	CP186B	Well4	24	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	539	CP186B-Well4-24	CP186B	Well4	24	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1202	CP186B-Well6-40	CP186B	Well6	40	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	720	CP186B-Well6-40	CP186B	Well6	40	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	469	CP186B-Well6-40	CP186B	Well6	40	ALLBATCHES___ALLPLATES___ALLWELLS
Great	422	CP186B-Well6-40	CP186B	Well6	40	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	256	CP186B-Well6-40	CP186B	Well6	40	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3413	CP186B-Well1-36	CP186B	Well1	36	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	3070	CP186B-Well1-36	CP186B	Well1	36	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2671	CP186B-Well1-36	CP186B	Well1	36	ALLBATCHES___ALLPLATES___ALLWELLS
Great	1255	CP186B-Well1-36	CP186B	Well1	36	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	447	CP186B-Well1-36	CP186B	Well1	36	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2203	CP186B-Well1-63	CP186B	Well1	63	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1942	CP186B-Well1-63	CP186B	Well1	63	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1322	CP186B-Well1-63	CP186B	Well1	63	ALLBATCHES___ALLPLATES___ALLWELLS
Great	929	CP186B-Well1-63	CP186B	Well1	63	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	650	CP186B-Well1-63	CP186B	Well1	63	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2998	CP186B-Well2-35	CP186B	Well2	35	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	2781	CP186B-Well2-35	CP186B	Well2	35	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1802	CP186B-Well2-35	CP186B	Well2	35	ALLBATCHES___ALLPLATES___ALLWELLS
Great	1055	CP186B-Well2-35	CP186B	Well2	35	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	356	CP186B-Well2-35	CP186B	Well2	35	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2382	CP186B-Well5-23	CP186B	Well5	23	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2077	CP186B-Well5-23	CP186B	Well5	23	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	847	CP186B-Well5-23	CP186B	Well5	23	ALLBATCHES___ALLPLATES___ALLWELLS
Great	823	CP186B-Well5-23	CP186B	Well5	23	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	782	CP186B-Well5-23	CP186B	Well5	23	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2101	CP186B-Well3-7	CP186B	Well3	7	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1279	CP186B-Well3-7	CP186B	Well3	7	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	711	CP186B-Well3-7	CP186B	Well3	7	ALLBATCHES___ALLPLATES___ALLWELLS
Great	549	CP186B-Well3-7	CP186B	Well3	7	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	343	CP186B-Well3-7	CP186B	Well3	7	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2785	CP186B-Well4-51	CP186B	Well4	51	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1870	CP186B-Well4-51	CP186B	Well4	51	ALLBATCHES___ALLPLATES___ALLWELLS
Great	900	CP186B-Well4-51	CP186B	Well4	51	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	832	CP186B-Well4-51	CP186B	Well4	51	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	748	CP186B-Well4-51	CP186B	Well4	51	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3133	CP186B-Well3-43	CP186B	Well3	43	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	3051	CP186B-Well3-43	CP186B	Well3	43	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	2309	CP186B-Well3-43	CP186B	Well3	43	ALLBATCHES___ALLPLATES___ALLWELLS
Great	1547	CP186B-Well3-43	CP186B	Well3	43	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	833	CP186B-Well3-43	CP186B	Well3	43	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2052	CP186B-Well4-15	CP186B	Well4	15	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1875	CP186B-Well4-15	CP186B	Well4	15	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1101	CP186B-Well4-15	CP186B	Well4	15	ALLBATCHES___ALLPLATES___ALLWELLS
Great	872	CP186B-Well4-15	CP186B	Well4	15	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	578	CP186B-Well4-15	CP186B	Well4	15	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2712	CP186B-Well5-5	CP186B	Well5	5	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1788	CP186B-Well5-5	CP186B	Well5	5	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	847	CP186B-Well5-5	CP186B	Well5	5	ALLBATCHES___ALLPLATES___ALLWELLS
Great	733	CP186B-Well5-5	CP186B	Well5	5	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	580	CP186B-Well5-5	CP186B	Well5	5	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1123	CP186B-Well6-31	CP186B	Well6	31	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	652	CP186B-Well6-31	CP186B	Well6	31	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	399	CP186B-Well6-31	CP186B	Well6	31	ALLBATCHES___ALLPLATES___ALLWELLS
Great	242	CP186B-Well6-31	CP186B	Well6	31	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	142	CP186B-Well6-31	CP186B	Well6	31	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2898	CP186B-Well1-27	CP186B	Well1	27	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2342	CP186B-Well1-27	CP186B	Well1	27	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1567	CP186B-Well1-27	CP186B	Well1	27	ALLBATCHES___ALLPLATES___ALLWELLS
Great	1350	CP186B-Well1-27	CP186B	Well1	27	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	834	CP186B-Well1-27	CP186B	Well1	27	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2328	CP186B-Well3-25	CP186B	Well3	25	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2211	CP186B-Well3-25	CP186B	Well3	25	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1506	CP186B-Well3-25	CP186B	Well3	25	ALLBATCHES___ALLPLATES___ALLWELLS
Great	975	CP186B-Well3-25	CP186B	Well3	25	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	637	CP186B-Well3-25	CP186B	Well3	25	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2669	CP186B-Well2-53	CP186B	Well2	53	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2417	CP186B-Well2-53	CP186B	Well2	53	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	2007	CP186B-Well2-53	CP186B	Well2	53	ALLBATCHES___ALLPLATES___ALLWELLS
Great	1088	CP186B-Well2-53	CP186B	Well2	53	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	603	CP186B-Well2-53	CP186B	Well2	53	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2590	CP186B-Well5-41	CP186B	Well5	41	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1709	CP186B-Well5-41	CP186B	Well5	41	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	772	CP186B-Well5-41	CP186B	Well5	41	ALLBATCHES___ALLPLATES___ALLWELLS
Great	664	CP186B-Well5-41	CP186B	Well5	41	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	458	CP186B-Well5-41	CP186B	Well5	41	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1981	CP186B-Well6-13	CP186B	Well6	13	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1356	CP186B-Well6-13	CP186B	Well6	13	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	697	CP186B-Well6-13	CP186B	Well6	13	ALLBATCHES___ALLPLATES___ALLWELLS
Great	581	CP186B-Well6-13	CP186B	Well6	13	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	438	CP186B-Well6-13	CP186B	Well6	13	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	980	CP186B-Well4-6	CP186B	Well4	6	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	845	CP186B-Well4-6	CP186B	Well4	6	ALLBATCHES___ALLPLATES___ALLWELLS
Great	483	CP186B-Well4-6	CP186B	Well4	6	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	374	CP186B-Well4-6	CP186B	Well4	6	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	348	CP186B-Well4-6	CP186B	Well4	6	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	582	CP186B-Well3-61	CP186B	Well3	61	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	467	CP186B-Well3-61	CP186B	Well3	61	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	193	CP186B-Well3-61	CP186B	Well3	61	ALLBATCHES___ALLPLATES___ALLWELLS
Great	172	CP186B-Well3-61	CP186B	Well3	61	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	127	CP186B-Well3-61	CP186B	Well3	61	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	823	CP186B-Well2-8	CP186B	Well2	8	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	635	CP186B-Well2-8	CP186B	Well2	8	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	242	CP186B-Well2-8	CP186B	Well2	8	ALLBATCHES___ALLPLATES___ALLWELLS
Great	225	CP186B-Well2-8	CP186B	Well2	8	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	172	CP186B-Well2-8	CP186B	Well2	8	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3032	CP186B-Well4-33	CP186B	Well4	33	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2329	CP186B-Well4-33	CP186B	Well4	33	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	2177	CP186B-Well4-33	CP186B	Well4	33	ALLBATCHES___ALLPLATES___ALLWELLS
Great	1152	CP186B-Well4-33	CP186B	Well4	33	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	588	CP186B-Well4-33	CP186B	Well4	33	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2443	CP186B-Well2-17	CP186B	Well2	17	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2384	CP186B-Well2-17	CP186B	Well2	17	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1606	CP186B-Well2-17	CP186B	Well2	17	ALLBATCHES___ALLPLATES___ALLWELLS
Great	969	CP186B-Well2-17	CP186B	Well2	17	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	576	CP186B-Well2-17	CP186B	Well2	17	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	3889	CP186B-Well1-45	CP186B	Well1	45	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3253	CP186B-Well1-45	CP186B	Well1	45	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2271	CP186B-Well1-45	CP186B	Well1	45	ALLBATCHES___ALLPLATES___ALLWELLS
Great	1278	CP186B-Well1-45	CP186B	Well1	45	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	365	CP186B-Well1-45	CP186B	Well1	45	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1269	CP186B-Well6-4	CP186B	Well6	4	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	897	CP186B-Well6-4	CP186B	Well6	4	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	490	CP186B-Well6-4	CP186B	Well6	4	ALLBATCHES___ALLPLATES___ALLWELLS
Great	436	CP186B-Well6-4	CP186B	Well6	4	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	236	CP186B-Well6-4	CP186B	Well6	4	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	4938	CP186B-Well6-55	CP186B	Well6	55	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3189	CP186B-Well6-55	CP186B	Well6	55	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1630	CP186B-Well6-55	CP186B	Well6	55	ALLBATCHES___ALLPLATES___ALLWELLS
Great	1134	CP186B-Well6-55	CP186B	Well6	55	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	193	CP186B-Well6-55	CP186B	Well6	55	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1686	CP186B-Well5-83	CP186B	Well5	83	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1303	CP186B-Well5-83	CP186B	Well5	83	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	649	CP186B-Well5-83	CP186B	Well5	83	ALLBATCHES___ALLPLATES___ALLWELLS
Great	559	CP186B-Well5-83	CP186B	Well5	83	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	458	CP186B-Well5-83	CP186B	Well5	83	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	4481	CP186B-Well3-67	CP186B	Well3	67	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3067	CP186B-Well3-67	CP186B	Well3	67	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1980	CP186B-Well3-67	CP186B	Well3	67	ALLBATCHES___ALLPLATES___ALLWELLS
Great	1249	CP186B-Well3-67	CP186B	Well3	67	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	272	CP186B-Well3-67	CP186B	Well3	67	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2455	CP186B-Well2-95	CP186B	Well2	95	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1811	CP186B-Well2-95	CP186B	Well2	95	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	692	CP186B-Well2-95	CP186B	Well2	95	ALLBATCHES___ALLPLATES___ALLWELLS
Great	642	CP186B-Well2-95	CP186B	Well2	95	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	569	CP186B-Well2-95	CP186B	Well2	95	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2000	CP186B-Well4-39	CP186B	Well4	39	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1974	CP186B-Well4-39	CP186B	Well4	39	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1520	CP186B-Well4-39	CP186B	Well4	39	ALLBATCHES___ALLPLATES___ALLWELLS
Great	940	CP186B-Well4-39	CP186B	Well4	39	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	425	CP186B-Well4-39	CP186B	Well4	39	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2980	CP186B-Well1-87	CP186B	Well1	87	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2571	CP186B-Well1-87	CP186B	Well1	87	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1657	CP186B-Well1-87	CP186B	Well1	87	ALLBATCHES___ALLPLATES___ALLWELLS
Great	1159	CP186B-Well1-87	CP186B	Well1	87	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	777	CP186B-Well1-87	CP186B	Well1	87	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3326	CP186B-Well2-59	CP186B	Well2	59	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2705	CP186B-Well2-59	CP186B	Well2	59	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	2381	CP186B-Well2-59	CP186B	Well2	59	ALLBATCHES___ALLPLATES___ALLWELLS
Great	1079	CP186B-Well2-59	CP186B	Well2	59	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	545	CP186B-Well2-59	CP186B	Well2	59	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	4773	CP186B-Well5-47	CP186B	Well5	47	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3662	CP186B-Well5-47	CP186B	Well5	47	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2036	CP186B-Well5-47	CP186B	Well5	47	ALLBATCHES___ALLPLATES___ALLWELLS
Great	1311	CP186B-Well5-47	CP186B	Well5	47	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	286	CP186B-Well5-47	CP186B	Well5	47	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	773	CP186B-Well6-19	CP186B	Well6	19	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	641	CP186B-Well6-19	CP186B	Well6	19	ALLBATCHES___ALLPLATES___ALLWELLS
Great	240	CP186B-Well6-19	CP186B	Well6	19	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	223	CP186B-Well6-19	CP186B	Well6	19	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	177	CP186B-Well6-19	CP186B	Well6	19	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	2971	CP186B-Well4-75	CP186B	Well4	75	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2027	CP186B-Well4-75	CP186B	Well4	75	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1348	CP186B-Well4-75	CP186B	Well4	75	ALLBATCHES___ALLPLATES___ALLWELLS
Great	835	CP186B-Well4-75	CP186B	Well4	75	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	227	CP186B-Well4-75	CP186B	Well4	75	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2337	CP186B-Well6-73	CP186B	Well6	73	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2101	CP186B-Well6-73	CP186B	Well6	73	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1240	CP186B-Well6-73	CP186B	Well6	73	ALLBATCHES___ALLPLATES___ALLWELLS
Great	950	CP186B-Well6-73	CP186B	Well6	73	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	584	CP186B-Well6-73	CP186B	Well6	73	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	3226	CP186B-Well1-69	CP186B	Well1	69	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2694	CP186B-Well1-69	CP186B	Well1	69	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1874	CP186B-Well1-69	CP186B	Well1	69	ALLBATCHES___ALLPLATES___ALLWELLS
Great	1233	CP186B-Well1-69	CP186B	Well1	69	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	801	CP186B-Well1-69	CP186B	Well1	69	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2279	CP186B-Well3-85	CP186B	Well3	85	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1827	CP186B-Well3-85	CP186B	Well3	85	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1195	CP186B-Well3-85	CP186B	Well3	85	ALLBATCHES___ALLPLATES___ALLWELLS
Great	879	CP186B-Well3-85	CP186B	Well3	85	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	563	CP186B-Well3-85	CP186B	Well3	85	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1459	CP186B-Well5-29	CP186B	Well5	29	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1155	CP186B-Well5-29	CP186B	Well5	29	ALLBATCHES___ALLPLATES___ALLWELLS
Great	579	CP186B-Well5-29	CP186B	Well5	29	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	496	CP186B-Well5-29	CP186B	Well5	29	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	467	CP186B-Well5-29	CP186B	Well5	29	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	4926	CP186B-Well4-57	CP186B	Well4	57	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3150	CP186B-Well4-57	CP186B	Well4	57	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1809	CP186B-Well4-57	CP186B	Well4	57	ALLBATCHES___ALLPLATES___ALLWELLS
Great	1327	CP186B-Well4-57	CP186B	Well4	57	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	254	CP186B-Well4-57	CP186B	Well4	57	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	3474	CP186B-Well3-49	CP186B	Well3	49	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3215	CP186B-Well3-49	CP186B	Well3	49	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	2559	CP186B-Well3-49	CP186B	Well3	49	ALLBATCHES___ALLPLATES___ALLWELLS
Great	1329	CP186B-Well3-49	CP186B	Well3	49	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	659	CP186B-Well3-49	CP186B	Well3	49	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2514	CP186B-Well2-77	CP186B	Well2	77	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	2269	CP186B-Well2-77	CP186B	Well2	77	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1844	CP186B-Well2-77	CP186B	Well2	77	ALLBATCHES___ALLPLATES___ALLWELLS
Great	836	CP186B-Well2-77	CP186B	Well2	77	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	418	CP186B-Well2-77	CP186B	Well2	77	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	4337	CP186B-Well6-37	CP186B	Well6	37	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3211	CP186B-Well6-37	CP186B	Well6	37	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1810	CP186B-Well6-37	CP186B	Well6	37	ALLBATCHES___ALLPLATES___ALLWELLS
Great	1076	CP186B-Well6-37	CP186B	Well6	37	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	249	CP186B-Well6-37	CP186B	Well6	37	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	322	CP186B-Well4-93	CP186B	Well4	93	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	245	CP186B-Well4-93	CP186B	Well4	93	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	114	CP186B-Well4-93	CP186B	Well4	93	ALLBATCHES___ALLPLATES___ALLWELLS
Great	87	CP186B-Well4-93	CP186B	Well4	93	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	77	CP186B-Well4-93	CP186B	Well4	93	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	3190	CP186B-Well6-64	CP186B	Well6	64	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2328	CP186B-Well6-64	CP186B	Well6	64	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1315	CP186B-Well6-64	CP186B	Well6	64	ALLBATCHES___ALLPLATES___ALLWELLS
